66,27,59,26,7,22,2147483647,21,34,46,38,20,26,2147483647,28,36,0,2147483647,27,2147483647,49,43,24,33,26,36,20,27,14,27,24,2147483647,41,30,22,26,14,42,2147483647,27,30,36,2147483647,37,32,45,32,25,23,36,50,24,23,38,31,24,26,12,27,25,31,2147483647,39,37,16,16,25,27,2147483647,2147483647,22,2147483647,24,33,20,2147483647,19,42,2147483647,28,28,31,33,46,42,35,44,49,30,2147483647,38,2147483647,21,25,21,2147483647,2147483647,2147483647,2147483647,28,
62,24,55,22,16,18,2147483647,17,30,29,23,29,22,2147483647,13,31,28,0,24,2147483647,46,39,20,16,24,32,29,23,23,25,21,2147483647,38,16,15,35,23,25,2147483647,21,26,45,2147483647,33,27,5,23,16,8,14,46,33,16,23,22,17,21,21,21,34,40,2147483647,30,30,25,25,18,36,8,2147483647,31,2147483647,21,29,29,2147483647,17,35,2147483647,25,24,28,30,42,27,20,40,45,8,2147483647,35,2147483647,30,22,18,2147483647,2147483647,16,2147483647,25,
55,13,48,15,24,11,2147483647,19,23,27,19,24,15,2147483647,9,22,17,2147483647,0,2147483647,35,32,13,14,12,25,31,16,18,13,10,2147483647,27,25,3,27,19,23,2147483647,9,19,37,2147483647,26,18,31,19,26,4,25,39,25,4,19,18,5,12,29,9,34,32,2147483647,26,26,17,17,6,30,2147483647,2147483647,31,2147483647,10,22,25,2147483647,5,31,2147483647,14,26,17,19,35,23,16,33,38,19,2147483647,24,2147483647,22,11,7,2147483647,2147483647,2147483647,2147483647,14,
56,12,49,16,16,12,2,13,15,21,24,28,16,2147483647,20,6,9,2147483647,11,0,22,24,14,8,23,26,21,17,22,24,18,2147483647,14,9,14,17,23,17,2147483647,17,20,36,2147483647,27,2,15,3,25,15,24,40,24,15,30,2,16,20,21,20,26,31,2147483647,10,10,16,16,17,28,2147483647,2147483647,23,2147483647,18,23,29,2147483647,16,15,2147483647,13,18,16,6,36,28,27,34,30,18,2147483647,11,2147483647,21,19,18,2147483647,2147483647,2147483647,2147483647,18,
59,17,52,19,16,15,2147483647,26,27,41,36,28,19,2147483647,26,26,9,2147483647,17,2147483647,0,36,17,28,16,29,29,20,22,17,14,2147483647,31,29,20,31,23,37,2147483647,4,23,41,2147483647,30,22,35,23,30,21,29,43,29,21,36,22,9,16,21,13,34,36,2147483647,30,30,21,21,23,34,2147483647,2147483647,31,2147483647,14,26,29,2147483647,9,35,2147483647,18,33,21,23,39,40,33,37,42,23,2147483647,28,2147483647,26,15,11,2147483647,2147483647,2147483647,2147483647,18,
45,3,38,5,14,1,2147483647,12,13,30,22,19,5,2147483647,12,17,7,2147483647,3,2147483647,30,0,3,17,7,15,7,6,13,8,0,2147483647,22,17,6,17,16,26,2147483647,6,9,27,2147483647,16,13,26,14,16,7,15,29,15,7,22,13,8,7,19,12,12,22,2147483647,21,21,7,7,9,13,2147483647,2147483647,9,2147483647,5,12,22,2147483647,0,26,2147483647,4,19,7,14,25,26,19,23,6,9,2147483647,19,2147483647,12,1,2,2147483647,2147483647,2147483647,2147483647,9,
57,15,50,17,26,13,2147483647,24,25,42,34,31,17,2147483647,24,29,19,2147483647,15,2147483647,42,34,0,29,19,12,33,18,25,20,12,2147483647,34,29,18,29,13,38,2147483647,18,21,39,2147483647,28,25,38,26,28,19,27,41,27,15,34,25,16,19,31,20,22,34,2147483647,33,33,19,19,21,24,2147483647,2147483647,19,2147483647,17,9,19,2147483647,12,38,2147483647,16,31,19,26,37,38,31,35,40,21,2147483647,31,2147483647,24,13,14,2147483647,2147483647,2147483647,2147483647,21,
50,22,43,10,21,6,2147483647,5,18,13,27,33,10,2147483647,18,31,26,2147483647,22,2147483647,44,27,8,0,21,20,27,11,27,19,19,2147483647,36,14,12,23,21,9,2147483647,11,14,33,2147483647,21,27,40,28,22,13,20,34,21,13,28,27,14,21,22,18,30,28,2147483647,35,21,14,13,15,27,2147483647,2147483647,27,2147483647,19,17,27,2147483647,14,26,2147483647,23,12,26,28,30,31,25,28,33,14,2147483647,33,2147483647,19,20,16,2147483647,2147483647,2147483647,2147483647,23,
67,25,60,5,36,23,2147483647,34,13,52,22,41,27,2147483647,34,39,29,2147483647,25,2147483647,52,22,25,39,0,37,29,28,35,1,22,2147483647,44,39,28,39,38,48,2147483647,28,31,49,2147483647,38,35,48,36,38,29,37,51,37,29,44,35,30,29,41,34,34,44,2147483647,43,43,29,29,31,35,2147483647,2147483647,31,2147483647,27,34,44,2147483647,22,48,2147483647,26,41,29,36,47,26,41,45,28,31,2147483647,41,2147483647,34,23,24,2147483647,2147483647,2147483647,2147483647,31,
45,3,38,5,14,1,2147483647,12,13,30,22,19,5,2147483647,12,17,7,2147483647,3,2147483647,30,22,3,17,7,0,21,6,13,8,0,2147483647,22,17,6,17,1,26,2147483647,6,9,27,2147483647,16,13,26,14,16,7,15,29,15,7,22,13,8,7,19,12,10,22,2147483647,21,21,7,7,9,12,2147483647,2147483647,7,2147483647,5,12,7,2147483647,0,26,2147483647,4,19,7,14,25,26,19,23,28,9,2147483647,19,2147483647,12,1,2,2147483647,2147483647,2147483647,2147483647,9,
51,20,44,22,22,18,2147483647,23,30,34,20,31,22,2147483647,10,29,24,2147483647,16,2147483647,42,39,20,21,19,32,0,23,25,20,17,2147483647,34,23,10,34,20,30,2147483647,16,15,44,2147483647,22,25,38,26,23,5,21,35,32,11,20,25,12,19,27,16,5,39,2147483647,33,33,24,24,13,7,2147483647,2147483647,2,2147483647,17,29,26,2147483647,12,38,2147483647,21,30,24,26,31,24,17,29,45,15,2147483647,31,2147483647,29,18,14,2147483647,2147483647,2147483647,2147483647,21,
39,13,32,12,10,11,2147483647,12,20,37,29,23,15,2147483647,22,22,17,2147483647,13,2147483647,35,29,13,24,12,25,23,0,17,8,10,2147483647,27,11,16,27,17,33,2147483647,0,3,37,2147483647,10,18,31,18,11,17,9,23,25,17,32,17,5,12,15,9,28,32,2147483647,25,25,17,17,19,30,2147483647,2147483647,25,2147483647,10,22,23,2147483647,5,30,2147483647,14,19,17,19,19,33,29,17,35,3,2147483647,24,2147483647,22,11,7,2147483647,2147483647,2147483647,2147483647,14,
52,18,45,12,23,8,2147483647,7,20,32,24,6,12,2147483647,14,26,16,2147483647,18,2147483647,40,29,10,19,17,22,16,13,0,18,15,2147483647,32,16,8,12,23,28,2147483647,13,16,22,2147483647,23,22,35,18,11,9,22,36,10,9,24,17,10,16,28,14,21,17,2147483647,25,23,2,2,11,15,2147483647,2147483647,18,2147483647,15,19,23,2147483647,10,28,2147483647,19,14,22,24,32,28,21,30,35,16,2147483647,29,2147483647,7,16,12,2147483647,2147483647,2147483647,2147483647,19,
66,24,59,4,35,22,2147483647,33,12,51,21,40,26,2147483647,33,38,28,2147483647,24,2147483647,51,21,24,38,28,36,28,27,34,0,21,2147483647,43,38,27,38,37,47,2147483647,27,30,48,2147483647,37,34,47,35,37,28,36,50,36,28,43,34,29,28,40,33,33,43,2147483647,42,42,28,28,30,34,2147483647,2147483647,30,2147483647,26,33,43,2147483647,21,47,2147483647,25,40,28,35,46,25,40,44,27,30,2147483647,40,2147483647,33,22,23,2147483647,2147483647,2147483647,2147483647,30,
45,3,38,5,14,1,2147483647,12,13,30,22,19,5,2147483647,12,17,7,2147483647,3,2147483647,30,22,3,17,7,15,21,6,13,8,0,2147483647,22,17,6,17,16,26,2147483647,6,9,27,2147483647,16,13,26,14,16,7,15,29,15,7,22,13,8,7,19,12,25,22,2147483647,21,21,7,7,9,20,2147483647,2147483647,22,2147483647,5,12,22,2147483647,0,26,2147483647,4,19,7,14,25,26,19,23,28,9,2147483647,19,2147483647,12,1,2,2147483647,2147483647,2147483647,2147483647,9,
53,11,46,13,17,9,2147483647,18,21,30,24,27,13,2147483647,14,25,15,1,11,2147483647,38,8,11,17,15,23,15,14,21,16,8,0,30,17,14,25,24,26,2147483647,14,17,35,4,24,21,6,22,17,9,15,37,23,15,24,21,16,15,22,10,20,30,2147483647,29,29,15,15,17,21,9,2147483647,17,2147483647,13,20,30,2147483647,8,34,2147483647,12,25,15,22,33,28,21,31,14,9,2147483647,27,2147483647,20,9,10,2147483647,2147483647,17,2147483647,17,
67,25,60,27,24,23,2147483647,34,35,49,44,36,27,2147483647,34,34,17,2147483647,25,2147483647,8,44,25,36,24,37,37,28,30,25,22,2147483647,0,37,28,39,31,45,2147483647,12,31,49,2147483647,38,30,43,31,38,29,37,51,37,29,44,30,17,24,29,21,42,44,2147483647,38,38,29,29,31,42,2147483647,2147483647,39,2147483647,22,34,37,2147483647,17,43,2147483647,26,41,29,31,47,48,41,45,50,31,2147483647,36,2147483647,34,23,19,2147483647,2147483647,2147483647,2147483647,26,
58,16,51,18,27,14,2147483647,25,26,40,35,27,18,2147483647,25,25,20,2147483647,16,2147483647,38,35,16,27,15,28,34,19,21,16,13,2147483647,30,0,19,30,29,36,2147483647,19,22,40,2147483647,29,21,34,22,29,20,28,42,28,20,35,21,21,15,32,25,38,35,2147483647,29,29,20,20,22,33,2147483647,2147483647,35,2147483647,13,25,35,2147483647,8,34,2147483647,17,32,20,22,38,39,32,36,41,22,2147483647,27,2147483647,25,14,10,2147483647,2147483647,2147483647,2147483647,17,
52,10,45,12,21,8,2147483647,16,20,24,16,21,12,2147483647,6,19,14,2147483647,10,2147483647,32,29,10,11,9,22,28,13,15,10,7,2147483647,24,22,0,24,16,20,2147483647,6,16,34,2147483647,23,15,28,16,23,1,22,36,22,1,16,15,2,9,26,6,31,29,2147483647,23,23,14,14,3,27,2147483647,2147483647,28,2147483647,7,19,22,2147483647,2,28,2147483647,11,23,14,16,32,20,13,30,35,16,2147483647,21,2147483647,19,8,4,2147483647,2147483647,2147483647,2147483647,11,
55,14,48,16,25,12,2147483647,23,24,38,24,25,16,2147483647,14,23,18,2147483647,14,2147483647,36,33,14,25,13,26,4,17,19,14,11,2147483647,28,26,14,0,24,34,2147483647,1,19,38,2147483647,26,19,32,20,27,9,25,39,26,15,24,19,6,13,30,10,9,33,2147483647,27,27,18,18,17,11,2147483647,2147483647,6,2147483647,11,23,30,2147483647,6,32,2147483647,15,30,18,20,35,28,21,33,39,19,2147483647,25,2147483647,23,12,8,2147483647,2147483647,2147483647,2147483647,15,
62,34,55,22,33,18,2147483647,35,30,48,39,45,22,2147483647,30,43,38,2147483647,34,2147483647,56,39,20,35,33,32,46,23,39,31,31,2147483647,48,34,24,48,0,44,2147483647,23,26,58,2147483647,33,39,52,40,34,25,32,46,46,25,40,39,26,33,38,13,42,53,2147483647,47,47,38,38,27,44,2147483647,2147483647,39,2147483647,31,29,6,2147483647,26,52,2147483647,35,42,38,40,42,43,37,40,45,26,2147483647,45,2147483647,43,32,28,2147483647,2147483647,2147483647,2147483647,35,
55,20,48,15,25,11,2147483647,10,23,4,26,31,15,2147483647,16,29,18,2147483647,20,2147483647,42,32,13,21,19,25,18,16,25,20,17,2147483647,34,19,10,14,26,0,2147483647,15,19,24,2147483647,26,25,38,21,14,11,25,39,12,11,26,20,12,19,13,16,23,19,2147483647,28,26,5,4,13,18,2147483647,2147483647,20,2147483647,17,22,25,2147483647,12,31,2147483647,21,17,24,26,35,30,23,33,38,19,2147483647,31,2147483647,10,18,14,2147483647,2147483647,2147483647,2147483647,21,
51,23,44,11,22,7,2147483647,24,19,37,28,34,11,2147483647,19,32,27,2147483647,23,2147483647,45,28,9,24,22,21,35,12,28,20,20,2147483647,37,23,13,37,22,33,0,12,15,47,2147483647,22,28,41,29,23,14,21,35,35,14,29,28,15,22,27,19,31,42,2147483647,36,36,27,27,16,33,2147483647,2147483647,28,2147483647,20,18,28,2147483647,15,41,2147483647,24,31,27,29,31,32,26,29,34,15,2147483647,34,2147483647,32,7,17,2147483647,2147483647,2147483647,2147483647,24,
55,13,48,15,24,11,2147483647,22,23,37,32,24,15,2147483647,22,22,17,2147483647,13,2147483647,35,32,13,24,12,25,31,16,18,13,10,2147483647,27,25,16,27,26,33,2147483647,0,19,37,2147483647,26,18,31,19,26,17,25,39,25,17,32,18,5,12,29,9,35,32,2147483647,26,26,17,17,19,30,2147483647,2147483647,32,2147483647,10,22,32,2147483647,5,31,2147483647,14,29,17,19,35,36,29,33,38,19,2147483647,24,2147483647,22,11,7,2147483647,2147483647,2147483647,2147483647,14,
36,24,29,14,7,10,2147483647,9,22,38,31,20,14,2147483647,22,23,20,2147483647,23,2147483647,46,31,12,25,23,24,20,15,14,23,21,2147483647,38,8,16,26,14,34,2147483647,15,0,36,2147483647,7,19,32,15,8,17,6,20,24,17,32,14,18,13,12,22,25,31,2147483647,22,22,16,16,19,27,2147483647,2147483647,22,2147483647,21,21,20,2147483647,16,27,2147483647,25,16,28,30,16,35,29,14,37,0,2147483647,35,2147483647,21,22,18,2147483647,2147483647,2147483647,2147483647,25,
57,29,50,17,28,13,2147483647,30,25,43,34,40,17,2147483647,25,38,33,2147483647,29,2147483647,51,34,15,30,28,27,41,18,34,26,26,2147483647,43,29,19,43,28,39,2147483647,18,21,0,2147483647,28,34,47,35,29,20,27,41,41,20,35,34,21,28,33,8,37,48,2147483647,42,42,33,33,22,39,2147483647,2147483647,34,2147483647,26,24,1,2147483647,21,47,2147483647,30,37,33,35,37,38,32,35,40,21,2147483647,40,2147483647,38,27,23,2147483647,2147483647,2147483647,2147483647,30,
49,7,42,9,18,5,2147483647,16,17,34,26,23,9,2147483647,16,21,11,2147483647,7,2147483647,34,4,7,21,11,19,11,10,17,12,4,2147483647,26,21,10,21,20,30,2147483647,10,13,31,0,20,17,30,18,20,11,19,33,19,11,26,17,12,11,23,6,16,26,2147483647,25,25,11,11,13,17,2147483647,2147483647,13,2147483647,9,16,26,2147483647,4,30,2147483647,8,23,11,18,29,30,23,27,10,13,2147483647,23,2147483647,16,5,6,2147483647,2147483647,2147483647,2147483647,13,
29,18,22,20,20,16,2147483647,15,28,42,37,29,20,2147483647,27,27,13,2147483647,18,2147483647,40,37,18,29,17,30,33,21,23,18,15,2147483647,32,24,21,32,27,38,2147483647,21,24,42,2147483647,0,23,36,24,31,22,30,13,30,22,37,23,23,17,25,27,38,37,2147483647,31,31,22,22,24,23,2147483647,2147483647,35,2147483647,15,27,33,2147483647,10,36,2147483647,19,22,22,24,9,41,34,7,43,24,2147483647,29,2147483647,15,16,12,2147483647,2147483647,2147483647,2147483647,19,
54,10,47,14,21,10,2147483647,11,22,19,28,26,14,2147483647,18,4,14,2147483647,9,2147483647,37,31,12,6,21,24,19,15,20,22,16,2147483647,29,7,12,15,25,15,2147483647,15,18,34,2147483647,25,0,13,1,23,13,22,38,22,13,28,0,14,18,26,18,24,29,2147483647,8,8,14,14,15,26,2147483647,2147483647,21,2147483647,16,21,31,2147483647,14,13,2147483647,11,18,14,21,34,32,25,32,37,16,2147483647,26,2147483647,19,17,16,2147483647,2147483647,2147483647,2147483647,16,
57,27,50,17,28,13,2147483647,12,25,41,34,38,17,2147483647,25,26,31,2147483647,26,2147483647,49,34,15,28,26,27,36,18,32,26,24,2147483647,41,11,19,32,28,37,2147483647,18,21,51,2147483647,28,22,0,18,11,20,9,41,39,20,35,17,21,16,33,25,37,46,2147483647,25,25,31,31,22,39,2147483647,2147483647,34,2147483647,24,24,34,2147483647,19,30,2147483647,28,19,31,33,37,38,32,35,40,3,2147483647,38,2147483647,36,25,21,2147483647,2147483647,2147483647,2147483647,28,
53,9,46,13,20,9,2147483647,18,21,36,28,25,13,2147483647,18,27,13,2147483647,9,2147483647,36,30,11,23,21,23,18,14,19,22,15,2147483647,28,24,12,14,24,32,2147483647,14,17,33,2147483647,24,23,36,0,22,13,22,37,21,13,28,23,14,17,25,18,23,28,2147483647,7,7,13,13,15,25,2147483647,2147483647,20,2147483647,15,20,30,2147483647,14,12,2147483647,10,25,13,20,33,32,25,31,36,17,2147483647,25,2147483647,18,16,16,2147483647,2147483647,2147483647,2147483647,15,
60,16,53,20,27,16,2147483647,22,28,30,34,32,20,2147483647,24,15,20,2147483647,15,2147483647,43,37,18,17,27,30,25,21,26,28,22,2147483647,35,13,18,21,31,26,2147483647,21,24,40,2147483647,31,11,24,7,0,19,29,44,28,19,34,6,20,5,32,24,30,35,2147483647,14,14,20,20,21,32,2147483647,2147483647,27,2147483647,22,27,37,2147483647,20,19,2147483647,17,29,20,27,40,38,31,38,43,24,2147483647,32,2147483647,25,23,22,2147483647,2147483647,2147483647,2147483647,22,
58,16,51,18,27,14,2147483647,18,26,31,15,27,18,2147483647,5,25,20,2147483647,16,2147483647,38,35,16,18,16,28,34,19,21,17,13,2147483647,30,27,7,30,15,27,2147483647,13,22,40,2147483647,29,21,34,22,29,0,28,42,28,8,15,21,9,15,32,13,30,35,2147483647,29,29,20,20,10,32,2147483647,2147483647,27,2147483647,13,25,21,2147483647,9,34,2147483647,17,25,20,22,38,19,12,36,41,22,2147483647,27,2147483647,25,14,10,2147483647,2147483647,2147483647,2147483647,17,
48,18,41,8,19,4,2147483647,3,16,34,25,29,8,2147483647,16,27,22,2147483647,18,2147483647,40,25,6,21,17,18,32,9,23,17,15,2147483647,32,2,10,32,19,30,2147483647,9,12,42,2147483647,19,23,36,24,20,11,0,32,30,11,26,23,12,17,24,16,28,37,2147483647,31,19,22,22,13,30,2147483647,2147483647,25,2147483647,15,15,25,2147483647,10,24,2147483647,19,10,22,24,28,29,23,26,31,12,2147483647,29,2147483647,27,16,12,2147483647,2147483647,2147483647,2147483647,19,
16,29,9,28,9,24,2147483647,23,36,42,40,22,28,2147483647,30,27,2,2147483647,29,2147483647,51,45,26,29,28,38,22,29,16,29,26,2147483647,43,30,24,28,16,38,2147483647,29,32,38,2147483647,39,23,36,24,27,25,38,0,26,25,40,23,26,17,14,29,27,33,2147483647,31,31,18,18,27,29,2147483647,2147483647,24,2147483647,26,35,22,2147483647,21,36,2147483647,30,30,33,35,48,44,37,46,51,32,2147483647,40,2147483647,23,27,23,2147483647,2147483647,2147483647,2147483647,30,
57,16,50,18,13,14,2147483647,25,26,40,26,26,18,2147483647,16,25,6,2147483647,16,2147483647,38,35,16,27,15,28,6,19,20,16,13,2147483647,30,13,16,2,20,36,2147483647,3,21,12,2147483647,28,21,34,22,29,11,27,41,0,17,26,21,8,15,18,12,11,7,2147483647,29,29,20,20,19,13,2147483647,2147483647,8,2147483647,13,25,13,2147483647,8,34,2147483647,17,32,20,22,37,30,23,35,41,21,2147483647,27,2147483647,25,14,10,2147483647,2147483647,2147483647,2147483647,17,
51,9,44,11,20,7,2147483647,18,19,33,28,20,11,2147483647,18,18,13,2147483647,9,2147483647,31,28,9,20,8,21,27,12,14,9,6,2147483647,23,21,12,23,22,29,2147483647,5,15,33,2147483647,22,14,27,15,22,13,21,35,21,0,28,14,1,8,25,5,31,28,2147483647,22,22,13,13,15,26,2147483647,2147483647,28,2147483647,6,18,28,2147483647,1,27,2147483647,10,25,13,15,31,32,25,29,34,15,2147483647,20,2147483647,18,7,3,2147483647,2147483647,2147483647,2147483647,10,
48,20,41,8,19,4,2147483647,3,16,34,0,31,8,2147483647,16,29,24,2147483647,20,2147483647,42,25,6,21,19,18,32,9,25,17,17,2147483647,34,12,10,34,0,30,2147483647,9,12,44,2147483647,19,25,38,26,20,11,18,32,32,11,0,25,12,19,24,13,15,39,2147483647,33,19,24,24,13,17,2147483647,2147483647,12,2147483647,17,15,6,2147483647,12,24,2147483647,21,10,24,26,28,4,23,26,31,12,2147483647,31,2147483647,29,18,14,2147483647,2147483647,2147483647,2147483647,21,
