20,2147483647,16,25,13,17,13,16,2147483647,19,0,16,16,18,2147483647,18,17,19,10,20,16,21,12,20,7,14,25,2147483647,12,24,2147483647,18,20,29,16,16,22,22,17,19,16,2147483647,14,32,14,19,14,27,10,14,9,22,19,19,19,17,22,10,16,24,22,11,6,11,14,2147483647,10,2147483647,17,2147483647,21,2147483647,15,25,16,13,8,24,17,27,21,19,26,12,15,18,30,25,18,23,18,13,16,12,12,17,20,15,2147483647,11,19,15,20,23,31,17,16,19,13,23,10,12,20,22,14,23,24,19,12,13,18,14,24,13,24,25,15,10,19,15,19,21,19,20,19,8,19,23,21,19,18,21,18,19,27,14,11,17,16,12,24,17,16,20,10,20,19,18,17,18,14,9,22,21,18,14,21,21,16,24,19,16,15,22,19,27,18,2147483647,21,18,16,21,15,6,10,26,12,15,25,2147483647,22,10,16,12,2147483647,14,24,19,11,16,10,13,16,14,19,22,15,24,19,16,19,9,21,20,23,28,2147483647,14,9,13,20,16,17,15,6,6,16,10,19,21,2147483647,13,15,17,13,22,15,15,19,11,12,16,17,8,18,28,19,2147483647,2147483647,11,
18,2147483647,10,24,14,13,18,15,2147483647,18,22,0,17,16,2147483647,15,14,19,13,11,14,21,18,18,10,19,18,2147483647,13,12,2147483647,8,23,13,7,21,21,14,16,6,8,2147483647,14,22,15,11,8,22,6,14,10,18,14,14,10,16,13,15,18,24,19,13,15,12,16,2147483647,11,2147483647,18,2147483647,20,2147483647,13,24,15,16,5,16,14,17,22,13,26,12,15,18,30,17,18,26,18,13,17,8,16,8,11,11,2147483647,16,11,16,18,23,26,18,16,14,14,22,12,12,11,23,15,23,11,19,18,13,18,14,23,13,8,21,15,10,11,17,17,14,15,17,16,13,14,22,11,16,20,14,18,6,24,15,11,16,13,12,11,14,7,15,14,14,16,13,16,5,15,19,7,14,8,15,20,13,9,16,14,13,7,20,14,19,15,2147483647,16,9,3,8,15,13,14,18,12,15,24,2147483647,9,10,3,15,2147483647,14,15,16,16,14,14,18,13,14,10,17,12,12,11,17,19,14,11,12,20,29,2147483647,5,10,17,12,16,15,19,13,16,19,14,18,13,2147483647,13,15,16,17,19,13,16,13,11,8,20,12,14,16,25,13,2147483647,2147483647,11,
26,2147483647,26,31,19,23,19,19,2147483647,22,10,19,0,24,2147483647,22,20,21,16,23,25,24,21,17,13,24,20,2147483647,18,27,2147483647,24,26,32,19,22,27,27,20,25,21,2147483647,20,25,20,23,24,29,18,20,15,24,18,21,12,23,15,18,22,21,25,17,16,17,9,2147483647,16,2147483647,22,2147483647,27,2147483647,24,28,22,19,18,28,23,20,25,19,29,18,12,21,30,30,15,29,21,16,22,20,18,10,23,21,2147483647,17,23,21,17,23,33,23,19,21,19,29,16,15,23,28,20,29,29,22,17,19,24,17,30,16,27,27,18,16,22,21,25,16,22,22,23,14,25,29,14,21,3,20,24,22,29,20,14,23,22,15,29,23,19,26,16,23,23,17,20,24,20,19,25,16,11,19,27,25,11,18,25,19,20,31,25,32,3,2147483647,27,21,22,27,12,12,16,30,18,21,31,2147483647,25,16,22,18,2147483647,20,17,4,17,22,16,23,22,20,22,25,25,28,24,22,22,15,14,25,25,32,2147483647,17,15,19,22,22,19,21,12,16,22,16,22,27,2147483647,16,18,23,19,25,24,21,23,17,20,22,23,17,23,27,28,2147483647,2147483647,14,
21,2147483647,24,26,14,18,14,17,2147483647,20,27,17,17,0,2147483647,19,18,20,11,21,20,22,16,21,8,19,26,2147483647,13,25,2147483647,19,21,30,17,17,23,23,18,20,17,2147483647,15,33,15,20,22,28,17,15,10,23,20,20,20,18,23,17,17,25,23,12,7,12,15,2147483647,11,2147483647,18,2147483647,22,2147483647,19,26,17,14,9,25,18,28,22,20,27,13,16,19,31,26,19,24,19,14,17,19,13,18,21,16,2147483647,12,20,16,21,24,32,18,17,20,14,24,11,13,21,23,15,24,25,20,16,16,19,15,25,14,25,26,16,11,20,16,20,22,20,21,20,9,20,24,22,20,20,22,19,20,28,15,12,18,17,13,25,18,17,21,11,21,20,19,18,19,15,20,23,22,19,15,22,22,17,25,20,17,16,26,20,28,20,2147483647,22,19,17,22,16,7,11,27,13,16,26,2147483647,23,11,17,13,2147483647,15,25,21,12,17,11,22,17,15,20,23,16,26,20,17,20,10,22,21,24,29,2147483647,15,10,14,21,17,18,16,7,22,17,11,20,22,2147483647,14,16,18,14,23,19,16,20,12,19,17,18,12,21,29,24,2147483647,2147483647,12,
25,2147483647,25,30,15,19,17,18,2147483647,24,33,20,24,16,0,19,19,28,17,24,13,19,9,21,20,18,25,2147483647,24,27,2147483647,22,23,33,20,24,26,24,22,21,18,2147483647,20,30,14,20,23,30,5,20,22,18,23,22,19,15,22,5,21,25,19,19,23,24,22,2147483647,23,2147483647,14,2147483647,26,2147483647,12,30,21,19,16,29,17,25,29,16,32,15,21,24,32,27,19,26,21,19,27,7,24,17,23,10,2147483647,19,24,17,21,25,34,20,22,22,16,21,18,14,24,22,14,26,24,25,9,10,20,20,29,19,28,21,21,16,24,23,23,21,15,25,16,16,24,28,19,24,27,18,24,21,32,25,17,22,26,18,24,17,20,25,16,25,16,22,22,18,10,18,24,21,16,11,26,23,16,25,24,12,17,19,24,29,26,2147483647,26,22,16,21,16,19,16,31,18,4,30,2147483647,22,16,16,18,2147483647,20,24,24,24,21,16,22,26,20,18,28,23,21,21,27,25,17,19,22,29,36,2147483647,18,22,19,22,13,22,21,19,15,19,16,19,32,2147483647,19,21,15,20,18,12,17,16,17,7,22,22,5,15,33,19,2147483647,2147483647,17,
20,2147483647,23,25,13,17,13,16,2147483647,19,26,16,16,18,2147483647,0,17,19,10,20,19,21,15,20,7,18,25,2147483647,12,24,2147483647,18,20,29,16,16,22,22,17,19,16,2147483647,14,32,14,19,21,27,16,14,9,22,19,19,19,17,22,16,16,24,22,11,6,11,14,2147483647,10,2147483647,17,2147483647,21,2147483647,18,25,16,13,8,24,17,27,21,19,26,12,15,18,30,25,18,23,18,13,16,18,12,17,20,15,2147483647,11,19,15,20,23,31,17,16,19,13,23,10,12,20,22,14,23,24,19,15,15,18,14,24,13,24,25,15,10,19,15,19,21,19,20,19,8,19,23,21,19,19,21,18,19,27,14,11,17,16,12,24,17,16,20,10,20,19,18,17,18,14,19,22,21,18,14,21,21,16,24,19,16,15,25,19,27,19,2147483647,21,18,16,21,15,6,10,26,12,15,25,2147483647,22,10,16,12,2147483647,14,24,20,11,16,10,21,16,14,19,22,15,25,19,16,19,9,21,20,23,28,2147483647,14,9,13,20,16,17,15,6,21,16,10,19,21,2147483647,13,15,17,13,22,18,15,19,11,18,16,17,11,20,28,23,2147483647,2147483647,11,
19,2147483647,19,24,9,18,16,13,2147483647,9,27,18,18,16,2147483647,4,0,19,12,22,19,12,17,20,11,17,17,2147483647,16,20,2147483647,17,14,28,18,20,7,15,7,15,9,2147483647,18,25,18,21,17,17,15,18,13,25,10,9,10,16,13,17,15,24,5,11,10,15,14,2147483647,14,2147483647,21,2147483647,20,2147483647,18,15,15,14,12,27,12,29,15,14,22,11,17,14,16,18,18,20,14,9,18,17,15,15,22,19,2147483647,15,22,11,20,9,21,20,20,9,16,15,14,15,22,26,18,26,27,10,17,11,4,15,23,17,26,28,5,14,23,9,17,21,22,10,11,12,18,22,15,9,21,12,22,15,17,16,15,16,20,16,16,12,18,15,14,10,11,9,7,22,18,15,18,13,20,18,20,14,16,16,18,19,8,13,14,20,20,2147483647,16,20,20,25,15,10,6,29,16,16,24,2147483647,17,14,4,14,2147483647,18,15,9,12,15,14,17,20,18,21,18,19,21,12,18,19,12,23,13,27,22,2147483647,16,13,17,13,12,7,19,10,21,13,14,4,23,2147483647,14,16,9,16,25,18,11,14,15,14,14,12,13,10,25,18,2147483647,2147483647,15,
30,2147483647,24,35,23,27,25,9,2147483647,25,33,22,27,16,2147483647,21,17,0,20,26,26,19,22,24,20,22,28,2147483647,24,22,2147483647,14,27,35,22,29,24,31,23,28,13,2147483647,20,29,18,20,22,26,18,20,22,28,22,18,17,15,20,18,26,30,22,24,23,24,27,2147483647,23,2147483647,27,2147483647,31,2147483647,25,31,26,10,22,31,18,33,30,18,24,18,21,16,33,22,24,30,16,11,27,20,25,23,25,21,2147483647,24,26,25,24,26,30,26,22,18,23,29,23,12,26,26,18,32,26,17,22,23,21,12,34,19,30,31,21,16,25,24,22,25,25,25,20,21,27,33,27,24,26,20,24,12,32,25,17,27,29,18,28,18,22,20,23,26,20,21,23,22,23,17,15,25,24,24,31,18,20,23,29,22,24,30,19,36,26,2147483647,21,24,20,25,21,19,23,33,18,17,35,2147483647,15,16,20,21,2147483647,20,22,26,24,26,22,21,29,20,25,20,29,18,28,27,25,20,27,17,29,37,2147483647,20,22,25,17,21,22,21,19,28,23,23,21,32,2147483647,11,13,23,26,28,25,25,18,17,20,29,17,18,26,32,27,2147483647,2147483647,17,
21,2147483647,21,26,11,21,17,14,2147483647,20,29,18,23,12,2147483647,15,15,26,0,22,9,15,5,22,16,18,24,2147483647,20,23,2147483647,19,19,30,18,20,22,20,18,17,14,2147483647,16,26,14,16,19,26,15,16,18,24,23,18,21,11,24,15,17,26,20,15,19,20,18,2147483647,19,2147483647,10,2147483647,22,2147483647,8,26,17,15,12,27,13,21,25,12,28,12,17,20,28,23,20,22,17,15,23,17,20,19,22,17,2147483647,15,22,13,22,21,30,19,18,18,15,17,14,10,22,22,14,25,22,21,5,6,16,16,25,15,26,27,17,12,21,19,23,21,21,21,12,12,20,24,15,20,23,14,20,17,28,21,13,18,25,14,24,13,18,21,12,21,12,22,18,18,20,14,20,20,12,7,22,19,16,27,20,18,13,15,20,25,22,2147483647,22,20,16,21,17,15,12,29,14,17,26,2147483647,18,12,16,14,2147483647,16,26,20,20,17,12,18,25,16,14,24,19,17,17,23,21,13,15,18,25,32,2147483647,16,18,15,18,14,18,17,15,11,15,12,15,28,2147483647,15,17,11,21,24,8,13,12,13,15,18,18,1,11,29,23,2147483647,2147483647,13,
8,2147483647,18,13,12,13,17,10,2147483647,7,24,9,16,6,2147483647,13,15,17,8,0,17,19,13,13,12,8,19,2147483647,17,18,2147483647,15,14,17,9,23,22,19,5,15,13,2147483647,16,18,8,10,16,15,9,19,16,18,13,7,8,5,11,9,15,18,20,9,13,18,12,2147483647,17,2147483647,18,2147483647,9,2147483647,16,13,4,11,12,5,9,22,12,14,20,7,9,12,27,22,12,17,16,7,16,11,12,15,17,9,2147483647,18,18,14,13,20,19,19,14,7,15,24,17,10,13,16,8,16,16,17,13,13,17,12,12,11,17,21,13,12,17,7,15,15,17,8,9,15,7,11,16,7,19,3,23,13,15,14,9,5,20,10,14,10,14,13,15,8,7,12,5,12,14,13,16,15,13,15,9,17,10,5,7,14,12,23,12,24,17,2147483647,14,16,10,14,9,13,11,25,17,17,13,2147483647,6,15,10,10,2147483647,16,13,18,10,4,12,15,20,19,17,16,19,18,16,16,17,3,16,17,21,19,2147483647,12,16,15,17,15,5,20,13,10,10,17,13,21,2147483647,11,13,19,13,20,16,14,18,13,11,21,10,9,8,14,13,2147483647,2147483647,9,
26,2147483647,25,31,15,19,21,16,2147483647,20,32,17,22,22,2147483647,16,12,25,15,21,0,18,20,21,15,14,26,2147483647,14,25,2147483647,21,26,30,17,24,19,24,18,21,17,2147483647,15,17,15,21,23,28,10,15,17,20,19,20,20,21,23,10,22,24,17,19,22,19,22,2147483647,18,2147483647,23,2147483647,27,2147483647,23,26,22,14,17,26,15,12,26,21,27,13,16,19,28,26,19,27,19,14,22,12,20,18,21,15,2147483647,19,21,17,21,21,32,18,17,20,14,24,18,7,21,23,15,24,25,20,20,16,16,15,26,14,25,23,16,11,20,20,23,22,17,21,22,16,16,29,6,20,25,9,19,19,28,20,12,23,24,13,25,21,17,21,11,21,22,18,18,19,15,20,22,22,3,20,27,22,17,26,24,14,17,25,20,29,25,2147483647,22,19,17,22,16,14,11,28,13,16,31,2147483647,22,11,16,13,2147483647,15,25,21,19,22,11,24,24,15,20,23,24,25,21,22,20,9,6,21,24,33,2147483647,15,17,14,14,18,18,16,14,26,20,11,16,27,2147483647,14,16,18,21,20,23,17,21,12,9,17,18,16,2,34,19,2147483647,2147483647,12,
21,2147483647,19,26,14,15,11,5,2147483647,14,29,18,22,12,2147483647,17,13,22,16,22,13,0,9,18,16,12,15,2147483647,20,18,2147483647,10,23,30,18,24,20,13,12,20,7,2147483647,16,23,14,16,17,22,5,16,18,18,18,14,13,11,16,5,17,25,18,16,19,20,19,2147483647,19,2147483647,14,2147483647,22,2147483647,12,20,17,6,14,27,4,25,20,12,20,14,17,12,21,16,14,26,2,7,23,7,20,17,21,10,2147483647,19,22,6,18,14,26,20,18,14,16,20,15,8,22,22,14,26,22,13,9,10,9,8,25,15,26,21,10,12,21,14,16,21,15,15,16,16,20,24,13,14,22,16,20,8,22,21,13,18,25,14,21,4,18,14,14,15,16,17,12,18,10,13,11,11,16,11,22,12,16,19,20,12,6,19,13,18,22,2147483647,15,20,16,21,16,15,8,29,14,4,26,2147483647,9,12,16,17,2147483647,16,18,22,12,17,16,17,25,16,18,16,21,14,10,23,21,16,19,11,25,27,2147483647,16,18,19,11,7,12,17,15,15,19,16,17,28,2147483647,7,9,14,20,18,12,6,12,13,7,19,11,5,15,28,17,2147483647,2147483647,13,
25,2147483647,22,30,12,16,12,9,2147483647,22,24,21,23,16,2147483647,17,17,26,8,25,16,10,0,21,16,14,19,2147483647,21,22,2147483647,14,14,34,21,15,24,17,14,18,11,2147483647,19,27,18,20,20,24,15,19,18,21,18,16,17,15,20,15,21,25,22,10,23,20,13,2147483647,19,2147483647,5,2147483647,26,2147483647,15,28,21,10,19,30,8,28,20,16,24,7,16,16,29,20,19,17,12,11,23,17,20,20,22,20,2147483647,10,25,14,21,22,28,18,21,16,14,24,9,12,25,26,18,24,26,17,12,13,17,12,29,18,29,24,18,15,24,14,18,25,18,17,7,7,16,28,17,16,26,9,23,12,24,21,16,22,25,17,23,8,21,18,15,17,7,17,20,22,20,17,15,15,19,2,26,15,20,23,24,15,10,22,17,22,17,2147483647,19,20,20,23,16,15,12,32,17,14,30,2147483647,13,15,20,10,2147483647,19,22,18,16,21,11,21,25,19,21,20,20,18,14,23,24,8,22,15,28,27,2147483647,19,18,14,15,15,14,20,15,18,10,19,21,28,2147483647,11,13,18,21,21,15,10,16,16,10,21,15,8,14,32,18,2147483647,2147483647,16,
15,2147483647,15,28,12,8,12,9,2147483647,17,24,14,18,14,2147483647,13,9,22,8,18,17,10,13,0,12,13,19,2147483647,11,22,2147483647,14,14,27,14,15,16,17,14,18,11,2147483647,12,14,12,18,13,24,7,12,14,20,19,16,17,13,20,7,19,21,14,10,19,16,13,2147483647,15,2147483647,5,2147483647,24,2147483647,16,23,19,10,14,23,8,9,20,16,24,7,13,16,25,20,16,17,12,11,19,9,17,15,18,12,2147483647,10,18,14,0,18,28,15,14,16,11,21,9,4,8,20,12,20,22,17,13,8,13,12,23,11,22,23,13,8,17,14,18,19,17,17,7,7,11,26,3,16,17,9,16,12,24,17,9,20,21,10,22,8,14,18,8,17,7,18,15,16,12,8,15,15,0,2,24,15,14,23,11,14,10,22,17,22,17,2147483647,19,16,14,18,13,11,8,25,10,13,28,2147483647,13,8,13,10,2147483647,12,22,18,16,11,8,12,21,12,17,20,20,18,14,19,6,9,3,15,8,27,2147483647,12,14,11,11,15,14,13,11,17,10,8,13,24,2147483647,11,13,15,18,17,16,10,16,9,9,14,15,9,14,31,13,2147483647,2147483647,9,
24,2147483647,24,29,14,24,20,17,2147483647,23,32,21,26,15,2147483647,18,18,29,3,25,12,18,8,25,0,21,27,2147483647,23,26,2147483647,22,22,33,21,23,25,23,21,20,17,2147483647,19,29,17,19,22,29,18,19,21,27,26,21,24,14,27,18,20,29,23,18,22,23,21,2147483647,22,2147483647,13,2147483647,25,2147483647,11,29,20,18,15,30,16,24,28,15,31,15,20,23,31,26,23,25,20,18,26,20,23,22,25,20,2147483647,18,25,16,25,24,33,22,21,21,18,20,17,13,25,25,17,28,25,24,8,9,19,19,28,18,29,30,20,15,24,22,26,24,24,24,15,15,23,27,18,23,26,17,23,20,31,24,16,21,28,17,27,16,21,24,15,24,15,25,21,21,23,17,23,23,15,10,25,22,19,30,23,21,16,18,23,28,25,2147483647,25,23,19,24,20,18,15,32,17,20,29,2147483647,21,15,19,17,2147483647,19,29,23,23,20,15,21,28,19,17,27,22,20,20,26,24,16,18,21,28,35,2147483647,19,21,18,21,17,21,20,18,14,18,15,18,31,2147483647,18,20,14,24,27,11,16,15,16,18,21,21,4,14,32,26,2147483647,2147483647,16,
